Gene,SNAP-n
AC018682.2,-3.15E-05
AC087521.1,-3.15E-05
TLCD1,-3.15E-05
LINC02384,-3.15E-05
AL008721.2,-3.15E-05
AP000812.1,-3.15E-05
AL161729.1,-3.15E-05
MIR4318,-3.15E-05
AC064801.2,-3.15E-05
SIX1,-3.15E-05
TCP10L2,-3.15E-05
N4BP1,-3.15E-05
HSPB2,-3.16E-05
AC092162.3,-3.16E-05
MAPK6:PKHD1L1,-3.16E-05
SLC7A10,-3.16E-05
VWF,-3.16E-05
AC104389.1,-3.16E-05
RN7SL447P,-3.16E-05
SPINK13,-3.16E-05
RBPJL,-3.16E-05
AC006254.1,-3.16E-05
EEF1E1-BLOC1S5,-3.16E-05
MCM3,-3.16E-05
LHCGR,-3.16E-05
LINC00283,-3.17E-05
LINC01825,-3.17E-05
RN7SL177P,-3.17E-05
RASAL3,-3.17E-05
OOEP,-3.17E-05
AL109910.2,-3.17E-05
RBM18,-3.17E-05
PPP4R1-AS1,-3.17E-05
AC010745.2,-3.17E-05
MAP2K1,-3.17E-05
SFTA3,-3.17E-05
AC019197.1:PICALM,-3.17E-05
AC078845.1,-3.17E-05
LY6G6C,-3.17E-05
RN7SL379P,-3.17E-05
AL135791.1,-3.17E-05
AD000671.3,-3.18E-05
AC131025.1,-3.18E-05
AC011841.1,-3.18E-05
AC069234.4,-3.18E-05
UGT2A1,-3.18E-05
KPNA6,-3.18E-05
Z94160.2,-3.18E-05
AP000280.1,-3.18E-05
AC007952.8:AC106017.1,-3.18E-05
AC005696.1,-3.18E-05
PPP4R3B,-3.18E-05
AC136603.1,-3.18E-05
ADGRD2,-3.18E-05
VWA5B1,-3.18E-05
NUGGC,-3.18E-05
AC024580.2,-3.19E-05
ATP5G2,-3.19E-05
CXCL9,-3.19E-05
CCR3,-3.19E-05
NSUN7,-3.19E-05
LINC01333,-3.19E-05
AL353616.2,-3.19E-05
AC096677.1,-3.19E-05
PRR15L,-3.19E-05
RN7SL353P,-3.19E-05
C16orf74,-3.19E-05
AL390962.1,-3.19E-05
RNVU1-2,-3.19E-05
CDO1,-3.19E-05
AC002398.2,-3.20E-05
AC011595.3,-3.20E-05
AC148477.4,-3.20E-05
AC073172.1,-3.20E-05
FAM155B,-3.20E-05
P2RY8,-3.20E-05
ALDH1A3,-3.20E-05
FAM90A26,-3.20E-05
AL078612.2,-3.20E-05
AL161911.1,-3.21E-05
KCNJ18,-3.21E-05
HELB,-3.21E-05
COL9A2,-3.21E-05
CCDC73,-3.21E-05
LINC01314,-3.21E-05
AL050338.1,-3.21E-05
AC009117.3,-3.21E-05
RPL3L,-3.21E-05
AC079943.2,-3.21E-05
ATXN2L,-3.21E-05
PRLHR,-3.21E-05
AL022326.1,-3.21E-05
LRRC19,-3.22E-05
AP000688.2,-3.22E-05
BACH1-AS1,-3.22E-05
AL513165.1,-3.22E-05
QRSL1,-3.22E-05
BLACE,-3.22E-05
AL133523.1,-3.22E-05
DPYSL4,-3.22E-05
LINC01020,-3.22E-05
LINC02474,-3.22E-05
RNU6-82P,-3.22E-05
AC068768.1,-3.22E-05
TMOD1,-3.22E-05
KYAT3,-3.22E-05
AC091849.2,-3.22E-05
AC005562.1:AC090616.7,-3.22E-05
USP18:USP41,-3.22E-05
AC005702.1,-3.22E-05
COPB2,-3.22E-05
ZNHIT6,-3.22E-05
GRHL3,-3.22E-05
TUSC7,-3.22E-05
AC069120.3,-3.23E-05
AC145343.1,-3.23E-05
VENTX,-3.23E-05
AC008434.1,-3.23E-05
IL26,-3.23E-05
LINC02076,-3.23E-05
AC090023.1,-3.23E-05
OR52J3,-3.23E-05
AC124303.1,-3.23E-05
NIF3L1,-3.23E-05
AC008525.1,-3.23E-05
HENMT1,-3.23E-05
CFAP77,-3.23E-05
AL391244.3,-3.23E-05
RNU6-396P,-3.23E-05
AC011444.3,-3.23E-05
ZNF417:ZNF587,-3.23E-05
AC007993.2,-3.23E-05
RNU6-697P,-3.23E-05
IFI44L,-3.23E-05
OAS3,-3.23E-05
FAM3D-AS1,-3.23E-05
AL359881.3,-3.24E-05
PCDHGA8,-3.24E-05
AC100827.4,-3.24E-05
SMN1,-3.24E-05
AC068620.3,-3.24E-05
AC092755.1,-3.24E-05
AC000068.2,-3.23995E-05
HBEGF,-3.24E-05
AC116407.2,-3.24E-05
RINL,-3.24E-05
AC010547.1,-3.24E-05
CELA3A:CELA3B,-3.24E-05
AC090186.1,-3.24E-05
AP000797.3,-3.24E-05
HDLBP,-3.24E-05
PRSS22,-3.24E-05
GRIFIN,-3.24E-05
AC068726.1,-3.25E-05
E2F2,-3.25E-05
CMTM1,-3.25E-05
PTH1R,-3.25E-05
SEC23A-AS1,-3.25E-05
LINGO4,-3.25E-05
SNORA80A,-3.25E-05
B4GALT4-AS1,-3.25E-05
CCDC70,-3.25E-05
C1orf53,-3.25E-05
OPLAH,-3.25E-05
FBXL19,-3.25E-05
LYZL4,-3.26E-05
RGPD3,-3.26E-05
VRTN,-3.26E-05
TCHH,-3.26E-05
LINC02381,-3.26E-05
MAP3K2,-3.26E-05
AC018450.1,-3.26E-05
AC095033.1,-3.26E-05
AC073348.1,-3.26E-05
KIF13B,-3.26E-05
ZNF727:ZNF736,-3.26E-05
HPSE,-3.27E-05
AC090246.1,-3.27E-05
AC011747.1,-3.27E-05
SOWAHC,-3.27E-05
LINC00582,-3.27E-05
AP000442.2,-3.27E-05
AL031008.1,-3.27E-05
COL1A2,-3.27E-05
JRKL,-3.27E-05
ZNF772,-3.27E-05
GABRP,-3.27E-05
MTRNR2L5,-3.27E-05
AC010680.3,-3.27E-05
NMI,-3.27E-05
LINC00920,-3.27E-05
Z93022.1,-3.28E-05
TMX2-CTNND1,-3.28E-05
WFDC3,-3.28E-05
AC006150.1,-3.28E-05
AC010536.2,-3.28E-05
XPNPEP2,-3.28E-05
KLHL11,-3.28E-05
CLIC6,-3.28E-05
ZNF532,-3.28E-05
AC011507.1,-3.28E-05
AC004076.2,-3.28E-05
LRP5,-3.28E-05
RABGEF1,-3.28E-05
AC091588.3,-3.28E-05
RNU6-762P,-3.28E-05
GOLGA6L10:GOLGA6L9,-3.28E-05
AC079866.2,-3.28E-05
AC084880.4,-3.28E-05
RN7SL292P,-3.28E-05
AC009118.2,-3.28E-05
RANBP2:RGPD3,-3.29E-05
LINC02081,-3.29E-05
AC021237.1,-3.29E-05
AP000880.1,-3.29E-05
AC017002.1:CYTOR,-3.29E-05
AC009554.1,-3.29E-05
AL589986.1,-3.29E-05
LINC01121,-3.29E-05
AC022730.3,-3.30E-05
WT1,-3.30E-05
BVES-AS1,-3.30E-05
FZD2,-3.30E-05
BPIFA2,-3.30E-05
CCR1,-3.30E-05
ZNF689,-3.30E-05
AC005070.3,-3.30E-05
AC120057.5,-3.30E-05
CHRNA10,-3.30E-05
AC063926.2,-3.30E-05
TFE3,-3.30E-05
AC044839.1,-3.30E-05
NDOR1,-3.30E-05
GPX5,-3.30E-05
APOL1,-3.31E-05
CACNA1S,-3.31E-05
AC007406.4,-3.31E-05
SSBP3-AS1,-3.31E-05
AL451042.1,-3.31E-05
AC067773.1,-3.31E-05
AC004461.2,-3.31E-05
AC069079.1,-3.31E-05
DIRC1,-3.31E-05
AL121917.1,-3.31E-05
SPATA21,-3.31E-05
YY1AP1,-3.31E-05
AAR2,-3.31E-05
IER3,-3.31E-05
HLX,-3.31E-05
SDC4,-3.31E-05
CHRNA2,-3.32E-05
RAB11FIP5,-3.32E-05
AC004832.3,-3.32E-05
AC131238.1,-3.32E-05
AL050343.2,-3.32E-05
C20orf78,-3.32E-05
AC099811.1,-3.32E-05
AC005696.3,-3.32E-05
AC104564.2,-3.32E-05
CEACAM20,-3.32E-05
CACNG2,-3.32E-05
RP9,-3.32E-05
RNU6-672P,-3.32E-05
MED6,-3.32E-05
DSC2,-3.32E-05
AC061709.1,-3.33E-05
ZNF354B,-3.33E-05
RBM45,-3.33E-05
RILPL1,-3.33E-05
KF456478.1,-3.33E-05
ROPN1L-AS1,-3.33E-05
DDX39A,-3.33E-05
AC013468.1,-3.33E-05
AP000936.1,-3.33E-05
AC239803.3,-3.33E-05
AC005863.1:AC015574.1,-3.33E-05
PRR34,-3.33E-05
AC022296.3,-3.33E-05
LINC01744,-3.33E-05
XKR8,-3.33E-05
RAP2B,-3.33E-05
RTKN,-3.34E-05
OXT,-3.34E-05
EIF5,-3.34E-05
THAP5,-3.34E-05
GCC1,-3.34E-05
AC007598.3,-3.34E-05
PTGER1,-3.34E-05
AC012157.1,-3.34E-05
RAB24,-3.34E-05
RN7SL218P,-3.34E-05
AL583722.2,-3.34E-05
AC093496.1,-3.34E-05
ARMCX2,-3.34E-05
LINC01091,-3.35E-05
AP003717.1,-3.35E-05
SNORD114-11,-3.35E-05
AC010655.4:EFCAB3,-3.35E-05
AL512785.1,-3.35E-05
CHRAC1,-3.35E-05
RASSF9,-3.35E-05
CYSLTR1,-3.35E-05
TRIB3,-3.35E-05
AC002306.1,-3.35E-05
AC116424.1,-3.35E-05
AL590385.2:FCGR2B,-3.35E-05
LINC01259,-3.35E-05
AP001922.6,-3.35E-05
CPA5,-3.36E-05
ZNF682,-3.36E-05
PJA1,-3.36E-05
LINC01256,-3.36E-05
FASTKD5,-3.36E-05
AC131235.4,-3.36E-05
LINC01413,-3.36E-05
AL451137.1,-3.36E-05
AL591686.1,-3.36E-05
AL603832.2,-3.36E-05
MIR378J,-3.36E-05
AC242988.1,-3.36E-05
C15orf32,-3.36E-05
USF2,-3.37E-05
AP003385.5,-3.37E-05
AC243829.4,-3.37E-05
MARCH11,-3.37E-05
AC019278.1,-3.37E-05
AL358334.1,-3.37E-05
AC106886.4,-3.37E-05
AC005162.2,-3.37E-05
AC090061.1,-3.37E-05
TREX2,-3.37058E-05
AL162456.1,-3.37E-05
SBSPON,-3.37E-05
AKR1C1,-3.37E-05
AL352977.2,-3.37E-05
AC010320.4,-3.37E-05
DAND5,-3.37E-05
ACY3,-3.37E-05
CYP4F12,-3.37E-05
AC026950.2,-3.37E-05
AC061975.7,-3.38E-05
AGK,-3.38E-05
AC093639.1,-3.38E-05
PSG1:PSG8,-3.38E-05
TMEM120A,-3.38E-05
AC100793.2,-3.38E-05
AL138830.1,-3.38E-05
AC068533.4,-3.38E-05
ARHGEF10,-3.38E-05
WDR25,-3.38E-05
GMIP,-3.38E-05
KLRK1,-3.38E-05
ALOX15:C17orf100,-3.38E-05
CLIP1-AS1,-3.39E-05
SFT2D1,-3.39E-05
PLIN3,-3.39E-05
RNU6-322P,-3.39E-05
AL662800.1,-3.39E-05
FEM1A,-3.39E-05
AL035420.2,-3.39E-05
AC215522.3,-3.39E-05
ALDH3B2,-3.39E-05
AC037441.2,-3.39E-05
FOXA3,-3.39E-05
PCDHA8,-3.40E-05
TP73,-3.40E-05
BPIFB4,-3.40E-05
TBRG4,-3.40E-05
CTSF,-3.40E-05
CHADL,-3.40E-05
AL160006.1,-3.40E-05
AL357874.1,-3.40E-05
ACSBG1,-3.40E-05
LINC01055,-3.41E-05
CNNM3,-3.41E-05
LINC01935,-3.41E-05
AC137630.4,-3.41E-05
AC244093.4,-3.41E-05
CDCA3,-3.41E-05
UBASH3A,-3.41E-05
HYAL1,-3.41E-05
RNU6-268P,-3.41E-05
TNRC6C-AS1,-3.41E-05
ZBTB39,-3.41E-05
HCP5B,-3.41E-05
SCARNA14,-3.41E-05
RN7SL610P,-3.41E-05
AL162727.2,-3.41E-05
RNY4,-3.41E-05
GPR1-AS,-3.41E-05
AL035409.1,-3.42E-05
KLF12,-3.42E-05
S100G,-3.42E-05
FRMD7,-3.42E-05
MFAP1,-3.42E-05
AC009948.4,-3.42E-05
AC010336.6,-3.42E-05
AL731555.1,-3.42E-05
AL136972.1,-3.42E-05
WDR26,-3.42E-05
CLEC16A,-3.42E-05
AC021683.4,-3.42E-05
AC023490.3,-3.42E-05
NMUR1,-3.42E-05
AC073263.2,-3.42E-05
NCAPH,-3.43E-05
AL355390.1,-3.43E-05
LGALS12,-3.43E-05
NHEG1,-3.43E-05
AL391422.2,-3.43E-05
FBXO7,-3.43E-05
SLX1A,-3.43E-05
LSINCT5,-3.43E-05
LRRC4B,-3.44E-05
AC117503.5,-3.44E-05
RNY4P25,-3.44E-05
RNU6-98P,-3.44E-05
MYL4,-3.44E-05
AC012354.1,-3.44E-05
AC137894.1,-3.44E-05
RAET1L,-3.44E-05
AC130456.2,-3.44E-05
AC091996.1,-3.44E-05
LINC01870,-3.44E-05
LINC00278,-3.44E-05
AC091151.1,-3.44E-05
AC013726.1,-3.44E-05
AC020911.1,-3.44E-05
GEMIN4,-3.45E-05
TSSK4,-3.45E-05
AC092687.3,-3.45E-05
AC022929.2,-3.45E-05
ID3,-3.45E-05
AC114752.1,-3.45E-05
AGTR1,-3.45E-05
SNORD53,-3.45E-05
SNORD17,-3.45E-05
RNU6-1305P,-3.46E-05
ADH1A,-3.46E-05
AC104590.1,-3.46E-05
AC005828.2,-3.46E-05
SH2B2,-3.46E-05
AL606834.2,-3.46E-05
SCCPDH,-3.46E-05
RNA5SP289,-3.46E-05
APOL2,-3.46E-05
LINC01345,-3.46E-05
FOXQ1,-3.46E-05
AC134980.1,-3.46E-05
AC239800.2:BX284668.5,-3.46E-05
AC078795.1,-3.46E-05
ESRP2,-3.46E-05
AC124283.5,-3.46E-05
LINC02278,-3.47E-05
BOLA3-AS1,-3.47E-05
SMOX,-3.47E-05
AL138881.1,-3.47E-05
KLRC3,-3.47E-05
AC093591.2,-3.47E-05
AC034236.2,-3.47E-05
ZNF425,-3.47E-05
MAGI1-IT1,-3.47E-05
ERMN,-3.47E-05
CNGA4,-3.47E-05
AC114808.1,-3.47E-05
AC006041.1,-3.47E-05
ITPRIP,-3.47E-05
RN7SL89P,-3.48E-05
MFNG,-3.48E-05
RN7SL394P,-3.48E-05
AC022150.1,-3.48E-05
RNU6-95P,-3.48E-05
LHFPL3-AS1,-3.48E-05
LINC02453,-3.48E-05
LINC01916,-3.48E-05
SCML4,-3.48E-05
AC244517.1,-3.48E-05
AC090515.2,-3.48E-05
MYL9,-3.48E-05
AL357060.1,-3.48487E-05
AP003400.4,-3.49E-05
RN7SKP239,-3.49E-05
AC007365.1,-3.49E-05
ST5,-3.49E-05
AC016588.1,-3.49E-05
AC073071.1,-3.49E-05
HRAT17,-3.49E-05
TAPBP,-3.49E-05
METTL21C,-3.49E-05
AC005695.2,-3.49E-05
DHX8,-3.49E-05
AL049830.3,-3.49E-05
SH2D3A,-3.49E-05
HBB,-3.49E-05
AC007448.2,-3.49E-05
PTPA,-3.49E-05
TBC1D3P1-DHX40P1,-3.49E-05
AL390066.1,-3.49E-05
GPR20,-3.50E-05
DTD2,-3.50E-05
LINC02445,-3.50E-05
UPK1B,-3.50E-05
AC080188.2,-3.50E-05
APOE,-3.50E-05
AL590764.1,-3.50E-05
ZNF579,-3.50E-05
CU633906.2:CU638689.4,-3.50E-05
F2RL1,-3.50E-05
FOXD4,-3.50E-05
PRR19,-3.50E-05
PAN3,-3.50E-05
HCG9,-3.50E-05
HM13,-3.50E-05
PLXNB3,-3.50E-05
AC104261.1,-3.50E-05
AC104117.5,-3.50E-05
AC108136.1,-3.50E-05
AC007673.1,-3.51E-05
TET2-AS1,-3.51E-05
AC110597.3,-3.51E-05
AC009320.1,-3.51E-05
TICAM1,-3.51E-05
AC024940.1:AC092821.1,-3.51E-05
KLHL6,-3.51E-05
MSL3:TTC23L,-3.51E-05
TIGIT,-3.51E-05
AC090220.1,-3.51E-05
SNORA63D,-3.51E-05
XRCC2,-3.52E-05
HIST2H4B,-3.52E-05
AP005273.1,-3.52E-05
C16orf47,-3.52E-05
RPN2,-3.52E-05
DVL1,-3.52E-05
HMGB4,-3.52E-05
RN7SKP258,-3.52E-05
AC005833.4,-3.52E-05
SLC43A3,-3.52E-05
AL450270.1,-3.52E-05
ZBTB3,-3.52E-05
CD3E,-3.52E-05
AC007325.2:PRODH,-3.52E-05
LINC02447,-3.52E-05
AP003071.4,-3.53E-05
KLK4,-3.53E-05
LINC00681,-3.53E-05
AC008763.1,-3.53E-05
CRTC3,-3.53E-05
RN7SL664P,-3.53E-05
AC023813.1,-3.53E-05
AC244100.3,-3.53E-05
LINC00384,-3.53E-05
AL445584.2,-3.53E-05
AL162386.2,-3.53E-05
CARD10,-3.54E-05
AP002967.1,-3.54E-05
MAATS1,-3.54E-05
AP001267.4,-3.54E-05
LINC02009,-3.54E-05
OR10G9,-3.54E-05
ANXA9,-3.54E-05
SNORD116-3:SNORD116-9,-3.54E-05
AC008736.2,-3.54E-05
SNORD115-32,-3.54E-05
AC109630.1,-3.54E-05
AC079684.1,-3.54E-05
ICE1,-3.54E-05
AL138689.1,-3.54E-05
RAB31,-3.54E-05
LINC02443,-3.55E-05
DHRS4:DHRS4L1,-3.55E-05
AL357315.1,-3.55E-05
AC011389.2,-3.55E-05
RN7SL225P,-3.55E-05
AC010632.2,-3.55E-05
DGCR6,-3.55E-05
MIR620,-3.55E-05
RNU6-1224P,-3.55E-05
AL162724.1,-3.55E-05
AC120498.9,-3.55E-05
AL591848.4,-3.55E-05
APOL5,-3.55E-05
CR1L:LINC01435,-3.56E-05
PNOC,-3.56E-05
SAAL1,-3.56E-05
AL449043.1,-3.56E-05
DNMT3L,-3.56E-05
AC104304.1,-3.56E-05
IL12B,-3.56E-05
AC015712.5,-3.56E-05
AC022537.1,-3.56E-05
AL031667.3,-3.56E-05
LINC00528,-3.56E-05
ARHGEF10L,-3.56E-05
LINC01893,-3.56E-05
NOL12,-3.56E-05
TUBA1A:TUBA1B,-3.56E-05
AC015967.1,-3.57E-05
RNU6-831P,-3.57E-05
RN7SL181P,-3.57E-05
NOTCH3,-3.57E-05
IFNA2,-3.57E-05
HCAR2,-3.57E-05
LRFN1,-3.57E-05
ZNF750,-3.57E-05
AC136475.9,-3.57E-05
RNU6-986P,-3.57E-05
AC005670.2,-3.57E-05
AL096869.3,-3.57E-05
AC032011.1,-3.57E-05
LINC00167,-3.57E-05
ITGB1BP2,-3.57E-05
GSDMC,-3.57E-05
MRGPRE,-3.57E-05
CBWD2:CBWD6,-3.57E-05
GPX2,-3.58E-05
H2AFX,-3.58E-05
AC079070.1,-3.58E-05
AL357093.1,-3.58E-05
AC103719.1,-3.58E-05
ZMYND15,-3.58E-05
AC087783.1,-3.58E-05
AC138430.1,-3.58E-05
AC026320.1,-3.58E-05
SNORD114-13,-3.59E-05
AC121761.1,-3.59E-05
WDR5B,-3.59E-05
AC011498.2,-3.59E-05
AC023669.1,-3.59E-05
KRTAP5-10,-3.59E-05
RN7SL625P,-3.59E-05
AC112204.3,-3.59E-05
HIST1H3D,-3.59E-05
AC073195.1,-3.59E-05
ARVCF,-3.59E-05
BTBD17,-3.59E-05
AL139348.1,-3.59E-05
PP7080,-3.59E-05
AC021979.2,-3.59E-05
FP565260.3:ICOSLG,-3.59E-05
AC002368.1,-3.59E-05
AC239803.4,-3.59E-05
TRIM35,-3.59E-05
UFL1-AS1,-3.60E-05
ZIC4,-3.60E-05
DCTN1-AS1,-3.60E-05
HEXB,-3.60E-05
CDC23,-3.60E-05
C11orf94,-3.60E-05
GCC2-AS1:PLGLB1,-3.60E-05
AC138969.1:NPIPA1,-3.60E-05
HIST1H2AG,-3.60E-05
AC244035.2,-3.60E-05
SPANXN3,-3.60E-05
ZSCAN10,-3.60E-05
AC125603.1,-3.60E-05
MIR3943,-3.60E-05
RN7SL717P,-3.60E-05
AC087163.3,-3.60E-05
AC079907.2,-3.61E-05
AP000793.1,-3.61E-05
NKG7,-3.61E-05
C5orf17:SLC25A31,-3.61E-05
NFAM1,-3.61E-05
CD300LD,-3.61E-05
RN7SL751P,-3.61E-05
AC103764.1,-3.61E-05
ASIC2,-3.61E-05
KIFC2,-3.61E-05
IFITM3,-3.61E-05
AC018685.2,-3.61E-05
AC021594.1,-3.61E-05
LINC00299,-3.61E-05
AP001020.3,-3.61E-05
AMIGO3,-3.62E-05
TSC22D4,-3.62E-05
AC080080.2,-3.62091E-05
ATP6V1B1,-3.62E-05
AC016405.1,-3.62E-05
AC018413.1,-3.62E-05
AC089998.1,-3.62E-05
RNU2-11P,-3.62E-05
AC005578.1,-3.62E-05
CR1,-3.63E-05
ULK3,-3.63E-05
AC106796.1,-3.63E-05
PATE1,-3.63E-05
LINC01120,-3.63E-05
LINC01994,-3.63E-05
RNU4-58P,-3.63E-05
AC104083.1,-3.63E-05
WDR20,-3.63E-05
AC079414.3,-3.63E-05
CASP4,-3.63E-05
BRD8,-3.63E-05
AC134980.1:LINC02203,-3.63E-05
AL355297.4,-3.63E-05
XCR1,-3.63E-05
STX12,-3.63E-05
AL355076.2,-3.63E-05
AL355482.1,-3.64E-05
NR1I3,-3.64E-05
AC135586.2,-3.64E-05
LINC01195,-3.64E-05
AL592103.1,-3.64E-05
IFT52,-3.64E-05
AP003392.4,-3.64E-05
COMP,-3.64E-05
AL592182.1,-3.64E-05
CRK,-3.64E-05
AC005324.4:TBC1D28,-3.64E-05
AC124784.1,-3.64E-05
RNU6-729P,-3.65E-05
AC018761.5,-3.65E-05
CYB5R2,-3.65E-05
AL157834.2,-3.65E-05
HLTF-AS1,-3.65E-05
LINC01639,-3.65E-05
LINC02311,-3.65E-05
NBPF19:NOTCH2,-3.65E-05
AC105415.1,-3.65E-05
TSLP,-3.65E-05
AL008638.5,-3.65E-05
HBA1,-3.65E-05
SLC16A13,-3.65E-05
LINC02472,-3.66E-05
BHMG1,-3.66E-05
CLDND1,-3.66E-05
AC010425.1,-3.66E-05
PTGR1,-3.66E-05
AL691447.2,-3.66E-05
NID1,-3.66E-05
AC079466.1,-3.66E-05
RN7SL466P,-3.66E-05
AL391597.2,-3.66E-05
AC091730.1,-3.66E-05
LHFPL1,-3.66E-05
AC020763.5,-3.66E-05
RN7SKP22,-3.66E-05
PPP2R2B,-3.66729E-05
AC005786.4,-3.67E-05
ERBB3,-3.67E-05
NPW,-3.67E-05
AC004877.1,-3.67E-05
TMCO6,-3.67E-05
AP006248.4,-3.67E-05
AC015726.1,-3.67E-05
AP001469.3,-3.67E-05
CRYBG2,-3.67E-05
RNU4-23P,-3.67E-05
AC007906.1,-3.68E-05
AC108462.1,-3.68E-05
H2AFJ,-3.68E-05
AC053503.2,-3.68E-05
ZNF560,-3.68E-05
RUFY2,-3.68E-05
HDC,-3.68E-05
ALG12,-3.68E-05
AL353764.1,-3.68E-05
AC091230.1,-3.68E-05
AL591368.1:TOX2,-3.69E-05
FP325332.1,-3.69E-05
RORA-AS2,-3.69E-05
AP003774.2,-3.69E-05
AC005785.1,-3.69E-05
GIMD1,-3.69E-05
AL162595.1,-3.69E-05
LINC00301,-3.69E-05
LINC01517,-3.69E-05
AC009021.2:AC092375.2,-3.69E-05
AC090617.1,-3.69E-05
CASC6,-3.69E-05
LINC02321,-3.69E-05
AJUBA,-3.69E-05
AC245140.2,-3.69E-05
AC104831.2,-3.70E-05
AL121672.3,-3.70E-05
AC010235.1,-3.70E-05
LPAR4,-3.70E-05
AC073878.2,-3.70E-05
RANBP2:RGPD8,-3.70E-05
AC108673.2,-3.70E-05
AL158152.2,-3.70E-05
C2orf49,-3.70E-05
AC016542.1,-3.70E-05
AFTPH,-3.70E-05
MBD2,-3.70E-05
ALX3,-3.70E-05
DEFB135,-3.70E-05
EVA1C,-3.70E-05
JPT2,-3.71E-05
ARL4A:NSUN7,-3.71E-05
NPTN-IT1,-3.71E-05
AC060835.1,-3.71E-05
TUNAR,-3.71E-05
FAAP24,-3.71E-05
ZACN,-3.71E-05
AC087588.2,-3.71E-05
RN7SKP230,-3.71E-05
ARL3,-3.71E-05
AC016700.3,-3.71E-05
RN7SL846P,-3.71E-05
FOXE1,-3.71E-05
AC011504.1,-3.71E-05
CSTF1,-3.72E-05
COL14A1,-3.72E-05
SNX22,-3.72E-05
RNU1-51P,-3.72E-05
AL109945.1,-3.72E-05
AL110118.2,-3.72E-05
AC093525.10,-3.72E-05
MAGEA10,-3.72E-05
AC022784.1,-3.72E-05
PSCA,-3.72E-05
PHLDB1,-3.72E-05
MS4A12,-3.72E-05
BEAN1-AS1,-3.72E-05
SNORA54,-3.73E-05
LINC02385,-3.73E-05
AC092142.1:IZUMO3,-3.73E-05
POLB,-3.73E-05
AL356489.2,-3.73E-05
AC099506.2,-3.73E-05
AC130710.1,-3.73E-05
MYH13:SMCO1,-3.73E-05
CNPPD1,-3.73E-05
HIST1H2BH,-3.73E-05
B3GNT9,-3.74E-05
SERPINA5,-3.74E-05
AL445437.1,-3.74E-05
TP53TG5,-3.74E-05
Z85994.1,-3.74E-05
OOSP2,-3.74E-05
AC126614.1,-3.74E-05
MIR8485,-3.74E-05
MFSD12,-3.74E-05
RNU6-196P,-3.75E-05
PSMD3,-3.75E-05
IL20RB-AS1,-3.75E-05
PAX2,-3.75E-05
UXT,-3.75E-05
AC062004.1,-3.75E-05
LINC01300,-3.75E-05
AC124861.1,-3.75E-05
AC104260.1,-3.75E-05
AP4B1,-3.75E-05
FOXRED1,-3.75E-05
TTLL13P,-3.75E-05
GZMB,-3.75E-05
RNU6-1316P,-3.75E-05
NBPF12:NBPF19,-3.75E-05
ANKRD20A2:ANKRD20A4,-3.75E-05
TMEM253,-3.75E-05
CHD3,-3.75E-05
AC034243.1,-3.75E-05
RN7SKP56,-3.75E-05
ACY1,-3.75E-05
AL133343.1,-3.75E-05
RNY1P12,-3.75E-05
KDM7A,-3.75E-05
ZBED6,-3.76E-05
AC092115.2,-3.76E-05
RNF166,-3.76E-05
CDC37L1-AS1,-3.76E-05
ACSM2B,-3.76E-05
FAM225A,-3.76E-05
AC002044.2,-3.76E-05
LINC01444,-3.76E-05
AL500522.1,-3.76E-05
CXCL2,-3.76E-05
AC084824.5,-3.76E-05
AL133255.1,-3.76E-05
AL355075.3,-3.76E-05
AC011477.2,-3.77E-05
RNU6-487P:RNU6-611P,-3.77E-05
AC004585.1,-3.77E-05
C1orf146,-3.77E-05
RN7SL48P,-3.77E-05
PRRG2,-3.77306E-05
HEPH,-3.77E-05
AL009181.1,-3.78E-05
AC013269.2,-3.78E-05
TMEM150B,-3.78E-05
KHDC3L,-3.78E-05
AC104564.4,-3.78E-05
DMRTB1,-3.78E-05
CTAGE6,-3.78E-05
LINC01836,-3.78E-05
CFAP44-AS1,-3.78E-05
AC114316.1,-3.78E-05
SPAM1,-3.78E-05
AVPR1A,-3.78E-05
AL157911.1,-3.78E-05
ZSWIM8-AS1,-3.78E-05
AC068446.2,-3.79E-05
SNORD114-23,-3.79E-05
AC098850.4:AC107983.2,-3.79E-05
FAM19A3,-3.79E-05
EIF3G,-3.79E-05
INPP5J,-3.79E-05
SPATA25,-3.79E-05
AC091819.1,-3.79E-05
AC123595.1,-3.79E-05
ACTRT1,-3.79E-05
METTL18,-3.80E-05
AL451105.2,-3.80E-05
NR2F2,-3.80E-05
AC087392.3,-3.80E-05
AC078962.2,-3.80E-05
AC005828.4,-3.80E-05
ART5,-3.80E-05
MPRIP-AS1,-3.80E-05
AL354919.2,-3.80E-05
AL133279.2,-3.80E-05
ADAMTS19-AS1,-3.80E-05
OR11A1,-3.81E-05
AL592158.1,-3.81E-05
AMELX,-3.81E-05
LINC00972,-3.81E-05
AC012615.2,-3.81E-05
AC055758.1,-3.81E-05
NR1H2,-3.81E-05
RNU6-414P,-3.81E-05
CGB2:CGB7,-3.81E-05
SNORA74C-1,-3.81E-05
AC135507.1,-3.81E-05
WDR91,-3.81E-05
TBC1D29,-3.81E-05
AC099509.2,-3.81E-05
AC139887.3,-3.81E-05
LINC02442,-3.82E-05
ATP8B2,-3.82E-05
AL024474.2,-3.82E-05
PTGES2-AS1,-3.82E-05
LINC01412,-3.82E-05
AL109947.1,-3.82E-05
